city_code,merchant_a,merchant_b,weight,support,z_score
shanghai,0015262,0147574,3.3868466349611905,5,16.24462241711489
shanghai,0015262,0147573,3.3388338921344944,12,21.431308546407447
shanghai,0015262,0147598,3.1572663239622285,23,25.82977634190829
shanghai,0015262,0147459,3.1292319229391845,16,21.895574534367075
shanghai,0015262,0147440,3.115173991927743,5,12.712606242955664
shanghai,0015262,0147535,3.0235205657525475,16,19.113141254739087
shanghai,0015262,0147656,2.8976575250569354,5,10.950686512311798
shanghai,0015262,0147484,2.7695513432012318,5,10.18898511373278
shanghai,0015262,0147620,2.754876867763251,20,17.913724209750733
shanghai,0015262,0147551,2.7079643303818015,5,8.814597564402312
shanghai,0015262,0147611,2.1706467159309595,5,6.995782884439832
shanghai,0015262,0147454,1.9853101643972917,8,6.60825433359813
shanghai,0015262,0147621,1.8246325331231354,5,4.812737285319787
